index,wass_dist
0,0.643030299
1,0.436405852
2,0.521271497
3,0.64671677
4,1.091030081
5,0.184270865
6,2.907799259
7,0.966940826
8,1.151356354
9,1.285109506
10,0.318737477
11,3.47573135
12,8.074514449
13,1.65726168
14,1.939800642
15,0.595494041
16,0.970261864
17,5.721449188
18,1.006820281
19,0.487239302
20,0.441453243
21,2.013359451
22,2.049644412
23,2.609152808
24,1.983882637
25,2.142495165
26,0.174797716
27,3.07146202
28,1.490624044
29,1.167282033
30,0.21392751
31,0.356122065
32,0.145200506
33,3.576901311
34,1.60092891
35,1.484066636
36,0.470474471
37,0.191623324
38,0.23005347
39,0.282577224
40,0.852740942
41,0.726091895
42,9.041475187
43,0.382326351
44,1.768980989
45,0.165312902
46,0.283054977
47,0.585893653
48,0.10438702
49,3.138884175
50,4.163065002
51,3.411409615
52,0.906034638
53,0.377897388
54,0.219861877
55,0.184233928
56,0.873196489
57,0.074358792
58,0.357723193
59,0.421953236
60,0.366742836
61,0.610689391
62,0.463578678
63,1.345150498
64,0.793982618
65,0.459452643
66,1.033749903
67,0.210276206
68,1.997509827
69,0.384162748
70,5.562104583
71,0.685998066
72,2.598418973
73,0.417522828
74,0.617151687
75,0.890926636
76,0.55928643
77,1.341770444
78,1.060319235
79,1.668891854
80,1.319025093
81,0.581727451
82,3.300256791
83,0.487219026
84,0.346099061
85,0.201116327
86,0.056609365
87,0.613125818
88,2.347308465
89,2.047708224
90,3.728068248
91,0.251323203
92,1.262204989
93,0.105738915
94,0.328366112
95,1.36477705
96,1.677526655
97,0.599761438
98,0.273138874
99,2.040560752
100,3.281822071
101,0.642024447
102,0.17104196
103,1.435237461
104,0.415683967
105,0.879422803
106,1.534243053
107,0.212197822
108,0.253073537
109,2.095301257
110,0.391755343
111,0.327954529
112,1.506179327
113,1.994753363
114,0.866218341
115,1.008640962
116,1.682353398
117,1.635946404
118,7.230488541
119,0.809323826
120,0.988263399
121,2.77729836
122,0.702212901
123,0.191643128
124,0.481629359
125,1.045009357
126,0.909427583
127,6.6384971
128,1.071910375
129,1.379388225
130,0.348590815
131,0.879196592
132,0.731892819
133,1.057051964
134,0.917179688
135,0.079912664
136,0.022901035
137,0.208862502
138,0.269873907
139,3.121550479
140,0.051307095
141,4.476674968
142,0.892330946
143,1.131730453
144,0.778815787
145,3.073718349
146,6.730016245
147,8.03823838
148,7.519335861
149,2.960896579
150,0.227203345
151,2.636763543
152,0.673190473
153,2.556441005
154,0.444917229
155,0.676861486
156,0.178801836
157,2.42711767
158,1.495441927
159,0.620993242
160,0.877442584
161,0.14144422
162,1.655000794
163,1.223228034
164,0.992797857
165,2.430464731
166,1.226022889
167,0.281906311
168,0.132380397
169,0.5150285
170,2.769285853
171,0.862452471
172,5.130423295
173,0.230080081
174,1.39074025
175,0.627694914
176,0.464687253
177,1.286055361
178,0.907649299
179,0.570081926
180,1.421326481
181,1.324281957
182,0.597270995
183,0.447968807
184,5.650625928
185,1.197124138
186,1.531393669
187,0.361232327
188,0.684336424
189,0.310441359
190,0.187325002
191,1.064400709
192,0.90894086
193,4.216977285
194,0.179073948
195,0.500047904
196,0.368243327
197,1.988743927
198,2.544883567
199,0.702529083
200,1.140224545
201,0.73212849
202,0.482942636
203,0.619512378
204,0.856849952
205,0.427692375
206,1.614843365
207,1.322419536
208,1.314805593
209,0.807567534
210,1.475693129
211,0.096839149
212,0.243055151
213,1.572255414
215,1.852657994
216,0.342089844
217,0.675763025
218,0.418968463
219,0.298516029
220,1.240419438
221,0.45031539
222,0.749506102
223,1.581082956
224,2.504330566
225,2.73920385
226,2.429446333
227,4.762615309
228,1.217199255
229,8.822240851
230,1.018549434
231,1.122298213
232,0.513871334
233,0.285662994
234,0.328364978
235,4.572650208
236,0.475841645
237,0.304493965
238,2.089127037
239,0.511831305
240,1.170336761
241,14.96337515
242,0.593658687
243,0.522571352
244,1.220718507
245,0.360924618
246,0.770494798
247,0.23255384
248,3.089542924
249,8.953697557
250,0.359164265
251,0.169164568
252,1.064521759
253,0.560249791
254,0.345023061
255,0.664466745
256,0.983821614
257,1.294412382
258,0.074186131
259,0.528053997
260,0.111348443
261,2.644821971
262,0.27948014
263,1.588932836
264,1.853389709
265,0.905641927
266,0.11670834
267,0.700055896
268,1.388840836
269,0.74209569
270,0.679491199
271,0.607222188
272,0.179138075
273,1.288509161
274,0.547412664
275,0.432842295
276,0.37706872
277,0.823837849
278,0.238716977
279,0.101716691
280,2.932485734
281,0.909118849
282,1.397237983
283,2.978255489
284,1.252254796
285,5.201666008
286,1.257789111
287,1.102563861
288,1.068014743
289,0.208070919
290,2.330574669
291,0.858348822
292,0.709603539
293,0.315427642
294,0.364650342
295,0.264187903
296,0.691164525
297,0.804119776
298,1.173759969
299,2.095433761
300,1.808743524
301,0.529866759
302,2.208168337
303,0.589203785
304,3.240802412
305,2.045475867
306,3.12717206
307,2.513192386
308,0.461370003
309,2.104430528
310,0.75138495
311,0.581489895
312,0.223175068
313,0.346407898
314,1.83045861
315,0.680292194
316,1.369157121
317,19.29103391
318,1.858219354
319,6.519346832
320,0.85680011
321,1.72916653
322,0.282142418
324,1.007990945
325,1.051770101
326,0.390948098
327,12.62802524
328,2.138868888
329,6.074794475
330,0.816929938
331,1.385841657
332,0.160873136
333,2.174488928
334,0.267289651
335,5.500731972
336,1.040469433
337,0.781696314
338,1.132208088
339,2.821223014
340,0.167059671
341,0.206656884
342,0.457748749
343,2.761595711
344,1.154208792
345,0.766138565
346,1.292286143
347,0.632409983
348,0.395953
349,0.111555606
350,0.421569304
351,1.066129792
352,0.096182694
353,0.923171382
354,2.901885594
355,1.161023698
356,0.586509715
